system,model_id,backend,setting,language,row_id,question,gold_answer,gold_chunk_id,generated_answer,judge_legal_correctness,judge_evidence_support,judge_completeness,judge_clarity,judge_hallucination
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,216,2028 жылы Қазақстан Республикасының жаңа Еңбек кодексінде қандай өзгерістер болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,217,2030 жылы қабылданатын жаңа салық мөлшерлемелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,218,2030 жылы қабылданатын жаңа салық мөлшерлемелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,219,2028 жылы Қазақстан Республикасының жаңа Еңбек кодексінде қандай өзгерістер болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,220,Әлі күшіне енбеген заң жобасы бойынша азамат қандай құқықтарға ие болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,221,Болашақта енгізілетін жаңа көші-қон ережелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,222,Келесі жылы әлі қабылданбаған заң бойынша айыппұл мөлшері қандай болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,223,Болашақта енгізілетін жаңа көші-қон ережелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,224,Әлі күшіне енбеген заң жобасы бойынша азамат қандай құқықтарға ие болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,225,2028 жылы Қазақстан Республикасының жаңа Еңбек кодексінде қандай өзгерістер болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,226,2030 жылы қабылданатын жаңа салық мөлшерлемелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,227,Келесі жылы әлі қабылданбаған заң бойынша айыппұл мөлшері қандай болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,228,Болашақта енгізілетін жаңа көші-қон ережелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,229,Әлі күшіне енбеген заң жобасы бойынша азамат қандай құқықтарға ие болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,230,2028 жылы Қазақстан Республикасының жаңа Еңбек кодексінде қандай өзгерістер болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,231,Әлі күшіне енбеген заң жобасы бойынша азамат қандай құқықтарға ие болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,232,2030 жылы қабылданатын жаңа салық мөлшерлемелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,233,2028 жылы Қазақстан Республикасының жаңа Еңбек кодексінде қандай өзгерістер болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,234,Келесі жылы әлі қабылданбаған заң бойынша айыппұл мөлшері қандай болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,235,Болашақта енгізілетін жаңа көші-қон ережелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,236,2028 жылы Қазақстан Республикасының жаңа Еңбек кодексінде қандай өзгерістер болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,237,Әлі күшіне енбеген заң жобасы бойынша азамат қандай құқықтарға ие болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,238,2030 жылы қабылданатын жаңа салық мөлшерлемелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,239,Келесі жылы әлі қабылданбаған заң бойынша айыппұл мөлшері қандай болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,240,Болашақта енгізілетін жаңа көші-қон ережелері қандай?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Hermes-3-Llama-3.1-8B,NousResearch/Hermes-3-Llama-3.1-8B,hf,LLM-only,kz,241,Әлі күшіне енбеген заң жобасы бойынша азамат қандай құқықтарға ие болады?,Берілген құқықтық құжаттарда бұл сұраққа нақты жауап табылған жоқ.,,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,0,Жер учаскесін заңсыз пайдаланған жағдайда төлемақы сомасы қанша уақыттан кейін ұлғайтылады?,Жазбаша нұсқама табыс етілген күннен бастап төлемақы сомасы он есеге ұлғайтылады.,788,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,1,KAZAKH INVEST агенттігі инвестиция тарту үшін қандай тәсілдерді қолданады?,"KAZAKH INVEST агенттігі инвестиция тарту үшін нарық үрдістерін қадағалап, перспективалы тауашаларды айқындау, білікті мамандардың командасын құру және қолайлы іскерлік орта жасау сияқты тәсілдерді қолданады.",32,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,2,Уранды барлауға арналған келісімшарт мерзімін ұзарту үшін қандай құжаттар қажет?,"Ұзарту туралы өтінішке ұзарту кезеңіндегі жұмыстар мен шығыстардың жазбаша негіздемесі, уран кен орнының табылғанын растайтын мәліметтер және географиялық координаттар қоса берілуі керек.",413,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,3,Жер қойнауы учаскесін сенімгерлік басқару шарты қанша уақытқа жасалады?,Жер қойнауы учаскесін сенімгерлік басқару шарты он жылдан аспайтын мерзімге жасалады.,273,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,4,Жер қойнауын пайдалануға арналған келісімшарттарға қандай ережелер қолданылады?,Жер қойнауын пайдалануға арналған келісімшарттарға ҚР 2017 № 125-VI Кодексі қолданысқа енгізілгенге дейін жасалған келісімшарттар бойынша тиісті қатынастарға қатысты ережелер қолданылады.,538,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,5,Қазақстандағы жұмыстар мен қызметтердің қазақстандық өндірушілері деп кімдер танылады?,Қазақстан Республикасының аумағында орналасқан және жұмыскерлердің жалпы санынан кемінде тоқсан бес пайызын Қазақстан Республикасы азаматтары құрайтын дара кәсіпкерлер және (немесе) заңды тұлғалар танылады.,332,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,6,Көмірсутектер бойынша барлау жұмыстарының жобасына мемлекеттік сараптама қанша уақыт ішінде жүргізіледі?,Барлау жұмыстарының жобасына мемлекеттік сараптама оны жер қойнауын пайдаланушыдан алған күннен бастап екі ай ішінде жүргізіледі.,246,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,7,Кен орнын сынамалап пайдалану кезінде шикі газды жағуға рұқсат етілетін мерзім қандай?,Кен орнын сынамалап пайдалану кезінде үш жылдан аспайтын жалпы мерзімге шикі газды жағуға рұқсат берілуі мүмкін.,253,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,8,Кірістерді түзету қандай жағдайларда жүргізіледі?,"Кірістерді түзету тауарлар қайтарылғанда, мәміле шарттары өзгертілгенде, бағалар өзгертілгенде, заңды тұлғадан талапты есептен шығарғанда және басқа да осы бапта көрсетілген жағдайларда жүргізіледі.",925,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,9,Көмірсутектер бойынша жер қойнауын пайдалану саласындағы жобалау құжаттарына өзгерістер енгізу туралы заң қашан күшіне енеді?,ҚР 2023 Заңымен алғашқы ресми жарияланған күнінен кейін күнтізбелік алпыс күн өткен соң қолданысқа енеді.,245,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,10,Жер қойнауын пайдалануға баламалы салықты есептеу кезінде шегерімдер қанша жылға ауыстырылады?,Кейінгі қоса алғандағы он жылға.,1036,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,11,Орталық комиссияның негізгі міндеті қандай?,Пайдалы қазбалардың кен орындарын және жерасты суларын барлау мен игерудің анағұрлым тиімді әдістерін қолдануды қамтамасыз ету.,477,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,12,Жер қойнауын пайдаланушының пайдалы қатты қазбаларды өндіру кезіндегі есептілігі қандай мерзімде ұсынылады?,Есептер жыл сайын алдыңғы күнтізбелік жыл үшін әрбір жылдың отызыншы сәуірінен кешіктірілмей ұсынылады.,334,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,13,Тау-кен жұмыстарының жоспары дегеніміз не?,Тау-кен жұмыстарының жоспары - пайдалы қатты қазбаларды өндіру жөніндегі операцияларды жүргізуге арналған жобалау құжаты.,335,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,14,Қосылған құн салығының асып кетуін қайтару мерзімі қандай?,"Нөлдік мөлшерлеме бойынша салық салынатын өткізу бойынша айналымдарды жүзеге асыратын салық төлеушіге – елу бес жұмыс күні ішінде, қалған жағдайларда – жетпіс бес жұмыс күні ішінде қайтарылады.",644,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,15,Жер қойнауын пайдаланушы жер қойнауы учаскесін азайту туралы өтінішке қандай құжаттарды қоса беруі керек?,"Жер қойнауын пайдаланушы бекіткен және осы Кодекс пен Қазақстан Республикасының өзге де заңдарында көзделген сараптамалардың оң қорытындыларын алған, жер қойнауы учаскесін азайтуға байланысты барлау жұмыстарының жобасына толықтыру қоса берілуі керек.",424,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,16,Жерді заңсыз пайдаланған жағдайда салық мөлшерлемесі қанша есеге ұлғайтылады?,Он есеге ұлғайтылады.,733,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,17,Жер қойнауын пайдаланушы бөлек салықтық есепке алуды қалай жүргізуге міндетті?,Жер қойнауын пайдаланушы бөлек салықтық есепке алуды салықтық есепке алу саясатында бекітілген тәртіпке сәйкес жүргізуге міндетті.,981,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,18,Патент негізіндегі арнаулы салық режимін қолдану үшін қандай шарттар орындалуы керек?,"Патент негізіндегі арнаулы салық режимін қолдану үшін жұмыскерлердің еңбегін пайдаланбайтын, қызметін жеке кәсіпкерлік нысанында жүзеге асыратын және белгілі бір қызмет түрлерімен айналысатын шағын бизнес субъектілері болуы керек.",933,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,19,Мерзімінде орындалмаған салықтық міндеттеме бойынша пайдалы қазбалардың физикалық көлемі қалай айқындалады?,Мерзімінде орындалмаған салықтық міндеттеме бойынша пайдалы қазбалардың физикалық көлемі салықтық кезең үшін берілуге жататын және іс жүзінде берілген пайдалы қазбалардың физикалық көлемі арасындағы айырма ретінде айқындалады.,1041,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,20,Еуразиялық экономикалық одақта тауарларды экспорттау мен импорттау кезінде қосылған құн салығы қалай реттеледі?,Еуразиялық экономикалық одақта тауарларды экспорттау мен импорттау кезінде қосылған құн салығы халықаралық шарттар негізінде реттеледі және салықтық әкімшілендіру жүзеге асырылады.,653,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,21,Жайылымдар жемдерінің қоры қанша күнге жетеді?,Жайылымдар жемдерінің қоры ұзақтығы 170-180 күн болатын жайылым кезеңінде пайдаланылады.,220,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,22,Қайта өңдеу туралы келісім жобасына сараптамалар қанша күн ішінде жүргізіледі?,Сараптамалар қажетті құжаттар алынған күннен бастап 30 күн ішінде жүргізіледі.,360,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,23,Кен іздеушілікке арналған лицензия қанша уақытқа беріледі және оны ұзарту мүмкін бе?,Кен іздеушілікке арналған лицензия үш жыл мерзімге беріледі және оны бір рет үш жылға ұзартуға болады.,380,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,24,KAZAKH INVEST қандай жаңа қызметті іске қосуды жоспарлап отыр?,KAZAKH INVEST инвестициялаудан кейінгі мониторингтеудің жаңа сервисін іске қосуды жоспарлап отыр.,51,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,25,"Шетелдік басшылар, менеджерлер мен мамандардың саны қандай шектеулерге бағынады?","Шетелдік басшылар, менеджерлер мен мамандардың саны әрбір тиісті санат бойынша жалпы санының елу пайызынан көп болмауға тиіс.",238,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,26,Теміржол көлігінің қызметкерлерін кәсіби дайындау мен оқыту жүйесін жетілдіруде қандай аспектілер ескерілуі керек?,"Жаңа техника, технологиялар және менеджмент құралдарының енгізілуін ескеру қажет.",72,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,27,Құрылыс салу қағидалары мен жас екпелерді қорғау қағидаларын кім бекітеді?,Құрылыс салу қағидалары мен жас екпелерді қорғау қағидаларын мәслихат бекітеді.,486,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,28,Пайдалы қазбаларды өндіру салығы бойынша салықтық міндеттемелер қалай қайта есептеледі?,Рентабельділіктің ішкі нормасының деңгейі он бес пайыздан асқан барлық жыл үшін салықтық міндеттемелер қайта есептеледі және төртінші тоқсандағы салықтық декларацияда көрсетіледі.,1023,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,29,2022 жылғы заңға сәйкес 529-бап қашан қолданысқа енгізіледі?,2024 жылдан бастап қолданысқа енгізіледі.,760,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,30,Жер учаскелері бойынша төлемақы мөлшерлемелері қандай заңнамаға сәйкес айқындалады?,Қазақстан Республикасының жер заңнамасына сәйкес айқындалады.,786,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,31,Кең таралған пайдалы қазбаларды барлауға арналған сарапшылық комиссиялардың негізгі міндеті қандай?,Кең таралған пайдалы қазбаларды барлауға немесе өндіруге арналған жер қойнауын пайдалану мәселелері жөніндегі сарапшылық комиссиялардың негізгі міндеті - жергілікті атқарушы органдарға ұсыныстар әзірлеу.,481,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,32,Арнайы экономикалық аймаққа қатысушы ретінде қызметті жүзеге асыру туралы шартты қашан жасасқан ұйымдар мен кәсіпкерлерге салық жеңілдіктері қолданылады?,2024 жылғы 1 қаңтардан кейін жасасқан кезде қолданылады.,962,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,33,Дебиторлық және кредиторлық берешектердің өндіріп алынуын және өтелуін бақылау мерзімі қандай?,Белгіленген мерзімде.,177,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,34,Электр берілісі әуе желілерінің сымдарының төменгі нүктесінен жер бетіне дейінгі қашықтық қанша болуы керек?,"Кернеуі 1000 вольттан астам электр берілісі әуе желілерінің сымдарының төменгі нүктесінен жер бетіне дейінгі қашықтық аралықтарда 6,0 метр, жетуі қиын жерлерде 5,0 метр, автомобиль жолдарымен қиылысқанда 7,0 метр болуы тиіс.",95,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,35,Жолаушының тегі жол жүру құжатында көрсетілген тегімен сәйкес келмеген жағдайда не болады?,Жолаушының поезға отыруына жол берілмейді және ақша қайтарылмайды.,115,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,hf,LLM-only,kz,36,IRM жүйесінің негізгі мақсаты қандай?,"IRM жүйесі инвестициялық жобалардың іске асырылуына мониторинг жүргізуге, инвесторлармен тиімді кері байланыс орнатуға және инвестициялық процеске қатысушылардың белсенділігін статистика жүргізуге бағытталған.",52,GEN_FAILED: ImportError: Using `bitsandbytes` 4-bit quantization requires bitsandbytes: `pip install -U bitsandbytes>=0.46.1`,,,,,
